word	count	series	sites
ro-si-ja	1	PY Xa	PY
na-me	1	PY Xa	PY
ra-na-i	1	PY Xa	PY
ra-te-o	1	PY Xa	PY
pe-se-wi-ja	1	PY Xa	PY
tu-ni-jo	1	PY Xa	PY
i-pe-ne-o	1	PY Xa	PY
ra-ja-mo	1	PY Xa	PY
de-u	1	PY Xa	PY
ko-jo	1	PY Xn	PY
ka-ni	1	PY Xn	PY
ko-te-ro	1	PY Xn	PY
ti-wo	1	PY Xn	PY
no-wo	1	PY Xn	PY
to-so-o	1	PY Xn	PY
e-ni	1	PY Xn	PY
ka-ra	1	PY Xn	PY
so-ne	1	PY Xn	PY
po-te-we	1	TH Av	TH
ku-na-ki-si	1	TH Av	TH
e-re-u-te-ri	1	TH Av	TH
wi-ri-ne-u	1	TH Av	TH
ma-di-je	1	TH Av	TH
ko-ru-we	1	TH Av	TH
ka-zo-de	1	TH Av	TH
si-to-ko	1	TH Av	TH
ro-na-de	1	TH Av	TH
po-to-a2-ja-de	1	TH Av	TH
te-re-ja-de	1	TH Av	TH
o-pi-ja-ro	1	TH Av	TH
ke-re-u-so	1	TH Av	TH
te-u-ke-i-jo	1	TH Av	TH
ta-me-je-u	1	TH Av	TH
ka-na-pe-we	1	TH Av	TH
a-re-pe-se-u	1	TH Av	TH
ru-ra-ta-e	1	TH Av	TH
tu-wo-te-to	1	TH Fq	TH
o-je-ke-te-to	1	TH Fq	TH
ka-wi-jo-*65	1	TH Fq	TH
ku-si	1	TH Fq	TH
te-qa-i	1	TH Ft	TH
e-u-te-re-u	1	TH Ft	TH
ku-te-we-so	1	TH Ft	TH
ko-da-mo	1	TH Ft	TH
de-ne-o	1	TH Ft	TH
ko-ro-qe	1	TH Ft	TH
te-de-ne-o	1	TH Ft	TH
a-me-ro	1	TH Gf	TH
we-na-ko-jo	1	TH Gf	TH
to-so-wo	1	TH Gp	TH
di-wi-ja-me-ro	1	TH Gp	TH
na-ne-mo	1	TH Gp	TH
mo-ne-we	1	TH Gp	TH
*56-ru	1	TH Gp	TH
i-si-wi-jo-i	1	TH Gp	TH
e-mi-jo-no-i	1	TH Gp	TH
to-jo	1	TH Gp	TH
ke-wa-to	1	TH Gp	TH
te-ri-a2	1	TH Gp	TH
wo-ko	1	TH Gp	TH
a-ko-ro-da-mo	1	TH Gp	TH
ta-si	1	TH Gp	TH
ke-re-na-i	1	TH Gp	TH
te-qa-jo-i	1	TH Gp	TH
u-re-we	1	TH Gp	TH
a-ra-ki-to	1	TH Gp	TH
to-pa-po-ro-i	1	TH Gp	TH
e-pe-to	1	TH Gp	TH
ko-ro-da-mo	1	TH Gp	TH
ke-da-mo-ni-jo-u-jo	1	TH Gp	TH
to-i	1	TH Gp	TH
to-po-ne	1	TH Lf	TH
a3-ki-a2-ri-ja	1	TH Of	TH
di-u-ja-wa-o	1	TH Of	TH
su-me-ra-we-jo	1	TH Of	TH
du-qo-te-ja	1	TH Of	TH
ke-o-te-ja	1	TH Of	TH
re-we-to	1	TH Of	TH
pe-to-no-qa	1	TH Of	TH
o-*34-ta-o	1	TH Of	TH
a-pi-qo-ro	1	TH Of	TH
ko-ma-we-te-ja	1	TH Of	TH
a-ki-a2-ri-ja-de	1	TH Of	TH
no-ri-wo-ki-de	1	TH Of	TH
wo-ko-de	1	TH Of	TH
o-nu-ke-wi	1	TH Oh	TH
o-*34-ta	1	TH Ug	TH
au-to-te-qa-jo	1	TH Ug	TH
ka-e-sa-me-no	1	TH Ug	TH
ta-wo-no	1	TH Ug	TH
pe-ta-o-ni-jo	1	TH Ug	TH
ta-i-da	1	TH Ug	TH
to-ma	1	TH Ug	TH
po-te	1	TH Ug	TH
e-u-te-we-jo	1	TH Up	TH
qa-so-pi	1	TH Up	TH
po-to-e	1	TH Up	TH
a2-jo	1	TH Up	TH
wo-to-we-ro	1	TH V	TH
i-je-ra	1	TH Wu	TH
*56-pu-so	1	TH Wu	TH
pa-ra-wo	1	TH Wu	TH
te-qa-jo	1	TH Wu	TH
i-ri-ja	1	TH Wu	TH
ka-ru-to	1	TH Wu	TH
qe-ri-jo-jo	1	TH Wu	TH
a-ma-ru-to	1	TH Wu	TH
sa-me-we	1	TH Wu	TH
ra-mi-jo	1	TH Wu	TH
a2-pa-a2-de	1	TH Wu	TH
wa-na-ke-te	1	TH X	TH
pe-re-wi-jo	1	TH X	TH
a-u-ja	1	TH X	TH
ra-wo-ta	1	TH X	TH
wa-ta-o	1	TH X	TH
a2-ta-o	1	TH X	TH
me-to-re-ja-de	1	TH X	TH
to-sa-pe-mo	1	TI Ef	TI
di-ko-na-re-ja	1	TI Ef	TI
wa-si-jo	1	TI X	TI
